Field Group,Heading Category,Heading,Status,Product Name,Quantity,Units,Value GBP,Actual/Issued Date,Application Area ha,Av Field Unit Price GBP,Crop Group,Field Defined Name,Quantity per Application Area ha,Variety,Year
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,16.897,L,8.58,6/17/2019,16.9,0.508,Oats Spring,Godfrey The Wood.Mascani,1,Mascani,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,6.228,L,3.16,6/27/2019,6.31,0.508,Wheat Spring,Godfrey Railway Barn.B.Mulika,0.987,Mulika,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Manganese,31,L,15.96,11/09/2018,30.23,0.515,Wheat Winter,Godfrey Railway Barn.C.Dunston,1.025,Dunston,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Manganese,8.676,L,4.47,11/15/2018,8.31,0.515,Wheat Winter,Godfrey Beldhams Heath.Dunston,1.044,Wheat Winter,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Manganese,14.324,L,7.37,11/15/2018,13.72,0.515,Wheat Winter,Godfrey Cow Pasture.Dunston,1.044,Dunston,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Manganese,9.434,L,4.86,3/20/2019,8.31,0.515,Wheat Winter,Godfrey Beldhams Heath.Dunston,1.135,Wheat Winter,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Manganese,15.577,L,8.02,3/20/2019,13.72,0.515,Wheat Winter,Godfrey Cow Pasture.Dunston,1.135,Dunston,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Manganese,34.321,L,17.66,3/20/2019,30.23,0.515,Wheat Winter,Godfrey Railway Barn.C.Dunston,1.135,Dunston,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Manganese,12.78,L,6.58,04/05/2019,6.45,0.515,Oats Spring,Godfrey Old Orchard.Mascani,1.981,Mascani,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Manganese,33.485,L,17.23,04/05/2019,16.9,0.515,Oats Spring,Godfrey The Wood.Mascani,1.981,Mascani,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Manganese,12.502,L,6.43,04/05/2019,6.31,0.515,Wheat Spring,Godfrey Railway Barn.B.Mulika,1.981,Mulika,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Manganese,12.898,L,6.64,05/06/2019,6.45,0.515,Oats Spring,Godfrey Old Orchard.Mascani,2,Mascani,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Manganese,33.794,L,17.39,05/06/2019,16.9,0.515,Oats Spring,Godfrey The Wood.Mascani,2,Mascani,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,4.18,L,32.33,3/28/2019,8.31,7.734,Wheat Winter,Godfrey Beldhams Heath.Dunston,0.503,Wheat Winter,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,6.902,L,53.38,3/28/2019,13.72,7.734,Wheat Winter,Godfrey Cow Pasture.Dunston,0.503,Dunston,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,60.46,L,467.58,3/28/2019,30.23,7.734,Wheat Winter,Godfrey Railway Barn.C.Dunston,2,Dunston,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,8.269,L,63.95,4/23/2019,8.31,7.734,Wheat Winter,Godfrey Beldhams Heath.Dunston,0.995,Wheat Winter,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,13.652,L,105.58,4/23/2019,13.72,7.734,Wheat Winter,Godfrey Cow Pasture.Dunston,0.995,Dunston,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,30.08,L,232.63,4/23/2019,30.23,7.734,Wheat Winter,Godfrey Railway Barn.C.Dunston,0.995,Dunston,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,8.299,L,64.18,05/02/2019,8.31,7.734,Wheat Winter,Godfrey Beldhams Heath.Dunston,0.999,Wheat Winter,2019
Contract Godfrey FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,13.701,L,105.96,05/02/2019,13.72,7.734,Wheat Winter,Godfrey Cow Pasture.Dunston,0.999,Dunston,2019
,,SUB TOTALS FOR Trace Elements,,,,,1717.68,,,,,,,,
,SUB TOTALS FOR Variable Costs,,,,,,38847.04,,,,,,,,
Contract Rays FGrp,Variable Costs,Adjuvants,Completed,Remix,1.399,L,22.63,10/11/2018,6.9,16.173,Wheat Winter,Rent Rays.Costello,0.203,Costello,2019
Contract Rays FGrp,Variable Costs,Adjuvants,Completed,Roller,0.681,L,32.6,3/21/2019,6.9,47.85,Wheat Winter,Rent Rays.Costello,0.099,Costello,2019
,,SUB TOTALS FOR Adjuvants,,,,,55.24,,,,,,,,
Contract Rays FGrp,Variable Costs,Fertiliser,Completed,Di Ammonium Phosphate,855,kg,301.83,3/22/2019,6.9,0.353,Wheat Winter,Rent Rays.Costello,123.913,Costello,2019
Contract Rays FGrp,Variable Costs,Fertiliser,Completed,N26-37S,462.584,kg,100.57,3/29/2019,6.9,0.217,Wheat Winter,Rent Rays.Costello,67.041,Costello,2019
Contract Rays FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,1071.907,L,282.81,2/23/2019,6.9,0.264,Wheat Winter,Rent Rays.Costello,155.349,Costello,2019
Contract Rays FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,1150,L,303.42,04/11/2019,6.9,0.264,Wheat Winter,Rent Rays.Costello,166.667,Costello,2019
Contract Rays FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,1300,L,342.99,05/08/2019,6.9,0.264,Wheat Winter,Rent Rays.Costello,188.406,Costello,2019
,,SUB TOTALS FOR Fertiliser,,,,,1331.62,,,,,,,,
Contract Rays FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),7.477,L,118.29,5/22/2019,6.9,15.82,Wheat Winter,Rent Rays.Costello,1.084,Costello,2019
Contract Rays FGrp,Variable Costs,Fungicides,Completed,Monkey (18382),6.915,L,110.43,06/06/2019,6.9,15.97,Wheat Winter,Rent Rays.Costello,1.002,Costello,2019
Contract Rays FGrp,Variable Costs,Fungicides,Completed,Nebula (15229),7.59,L,140.5,4/22/2019,6.9,18.51,Wheat Winter,Rent Rays.Costello,1.1,Costello,2019
Contract Rays FGrp,Variable Costs,Fungicides,Completed,Priaxor EC (17371),4.295,L,158.83,5/22/2019,6.9,36.976,Wheat Winter,Rent Rays.Costello,0.623,Costello,2019
Contract Rays FGrp,Variable Costs,Fungicides,Completed,Resort (17861),6.9,L,38.36,4/22/2019,6.9,5.56,Wheat Winter,Rent Rays.Costello,1,Costello,2019
Contract Rays FGrp,Variable Costs,Fungicides,Completed,Unizeb Gold (18186),10.372,L,53,06/06/2019,6.9,5.11,Wheat Winter,Rent Rays.Costello,1.503,Costello,2019
,,SUB TOTALS FOR Fungicides,,,,,619.41,,,,,,,,
Contract Rays FGrp,Variable Costs,Growth Regulators,Completed,Agrovista 3 See 750 (15975),6.9,L,13.11,4/22/2019,6.9,1.9,Wheat Winter,Rent Rays.Costello,1,Costello,2019
Contract Rays FGrp,Variable Costs,Growth Regulators,Completed,Canopy (16314),3.45,L,54.88,04/04/2019,6.9,15.908,Wheat Winter,Rent Rays.Costello,0.5,Costello,2019
Contract Rays FGrp,Variable Costs,Growth Regulators,Completed,Optimus (18817),0.69,L,23.8,4/22/2019,6.9,34.47,Wheat Winter,Rent Rays.Costello,0.1,Costello,2019
,,SUB TOTALS FOR Growth Regulators,,,,,91.79,,,,,,,,
Contract Rays FGrp,Variable Costs,Herbicides,Completed,Broadway Star (18273),0.542,kg,66.42,3/21/2019,6.9,122.609,Wheat Winter,Rent Rays.Costello,0.079,Costello,2019
Contract Rays FGrp,Variable Costs,Herbicides,Completed,Fence (17393),3.461,L,219.95,11/15/2018,6.9,63.555,Wheat Winter,Rent Rays.Costello,0.502,Costello,2019
Contract Rays FGrp,Variable Costs,Herbicides,Completed,Herold (16195),2.112,L,148.94,10/11/2018,6.9,70.532,Wheat Winter,Rent Rays.Costello,0.306,Costello,2019
Contract Rays FGrp,Variable Costs,Herbicides,Completed,Palio (18349),1.261,kg,155.79,3/21/2019,6.9,123.585,Wheat Winter,Rent Rays.Costello,0.183,Costello,2019
Contract Rays FGrp,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),7.265,L,29,10/09/2018,6.9,3.993,Wheat Winter,Rent Rays.Costello,1.053,Costello,2019
Contract Rays FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),13.993,L,165.93,10/11/2018,6.9,11.859,Wheat Winter,Rent Rays.Costello,2.028,Costello,2019
Contract Rays FGrp,Variable Costs,Herbicides,Completed,Xerton (17335),4.175,L,108.54,11/15/2018,6.9,26,Wheat Winter,Rent Rays.Costello,0.605,Costello,2019
,,SUB TOTALS FOR Herbicides,,,,,894.58,,,,,,,,
Contract Rays FGrp,Variable Costs,Insecticides,Completed,Kingpin (18626),1.039,L,21.82,3/21/2019,6.9,21,Wheat Winter,Rent Rays.Costello,0.151,Costello,2019
Contract Rays FGrp,Variable Costs,Insecticides,Completed,Sven (18627),1.136,L,20.78,11/15/2018,6.9,18.3,Wheat Winter,Rent Rays.Costello,0.165,Costello,2019
,,SUB TOTALS FOR Insecticides,,,,,42.6,,,,,,,,
,,SUB TOTALS FOR Seed / Plants,,,,,700.63,,,,,,,,
Contract Rays FGrp,Variable Costs,Trace Elements,Completed,Headland Multiple Pro,6.832,L,47.67,5/22/2019,6.9,6.977,Wheat Winter,Rent Rays.Costello,0.99,Costello,2019
Contract Rays FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,6.915,L,3.51,06/06/2019,6.9,0.508,Wheat Winter,Rent Rays.Costello,1.002,Costello,2019
Contract Rays FGrp,Variable Costs,Trace Elements,Completed,Manganese,6.922,L,3.56,11/15/2018,6.9,0.515,Wheat Winter,Rent Rays.Costello,1.003,Costello,2019
Contract Rays FGrp,Variable Costs,Trace Elements,Completed,Manganese,6.814,L,3.51,3/21/2019,6.9,0.515,Wheat Winter,Rent Rays.Costello,0.988,Costello,2019
Contract Rays FGrp,Variable Costs,Trace Elements,Completed,Manganese,6.892,L,3.55,04/04/2019,6.9,0.515,Wheat Winter,Rent Rays.Costello,0.999,Costello,2019
Contract Rays FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,13.784,L,106.6,04/04/2019,6.9,7.734,Wheat Winter,Rent Rays.Costello,1.998,Costello,2019
Contract Rays FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,6.9,L,53.36,4/22/2019,6.9,7.734,Wheat Winter,Rent Rays.Costello,1,Costello,2019
Contract Rays FGrp,Variable Costs,Trace Elements,Completed,Zinc,6.892,L,43.87,04/04/2019,6.9,6.366,Wheat Winter,Rent Rays.Costello,0.999,Costello,2019
,,SUB TOTALS FOR Trace Elements,,,,,265.64,,,,,,,,
,SUB TOTALS FOR Variable Costs,,,,,,4001.51,,,,,,,,
Heron,Variable Costs,Adjuvants,Completed,Remix,12.4,L,200.55,10/08/2018,61.46,16.173,Wheat Winter,Heron 81 Heron.Dunston,0.202,Dunston,2019
Heron,Variable Costs,Adjuvants,Completed,Roller,6.978,L,333.88,3/20/2019,61.46,47.85,Wheat Winter,Heron 81 Heron.Dunston,0.114,Dunston,2019
,,SUB TOTALS FOR Adjuvants,,,,,534.43,,,,,,,,
Heron,Variable Costs,Fertiliser,Completed,Di Ammonium Phosphate,5706,kg,2014.34,3/22/2019,61.46,0.353,Wheat Winter,Heron 81 Heron.Dunston,92.841,Dunston,2019
Heron,Variable Costs,Fertiliser,Completed,Muriate Potash,5990,kg,1642.37,04/04/2019,61.46,0.274,Wheat Winter,Heron 81 Heron.Dunston,97.462,Dunston,2019
Heron,Variable Costs,Fertiliser,Completed,N26-37S,6088,kg,1323.54,04/01/2019,61.46,0.217,Wheat Winter,Heron 81 Heron.Dunston,99.056,Dunston,2019
Heron,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,8330,L,2197.8,3/22/2019,61.46,0.264,Wheat Winter,Heron 81 Heron.Dunston,135.535,Dunston,2019
Heron,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,8200,L,2163.5,04/12/2019,61.46,0.264,Wheat Winter,Heron 81 Heron.Dunston,133.42,Dunston,2019
Heron,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,9586,L,2529.19,05/08/2019,61.46,0.264,Wheat Winter,Heron 81 Heron.Dunston,155.971,Dunston,2019
,,SUB TOTALS FOR Fertiliser,,,,,11870.73,,,,,,,,
Heron,Variable Costs,Fungicides,Completed,Ceando (16012),30.733,L,491.73,3/28/2019,61.46,16,Wheat Winter,Heron 81 Heron.Dunston,0.5,Dunston,2019
Heron,Variable Costs,Fungicides,Completed,Eclipse (11731),67.61,L,1069.59,5/21/2019,61.46,15.82,Wheat Winter,Heron 81 Heron.Dunston,1.1,Dunston,2019
Heron,Variable Costs,Fungicides,Completed,Monkey (18382),61.593,L,983.64,06/06/2019,61.46,15.97,Wheat Winter,Heron 81 Heron.Dunston,1.002,Dunston,2019
Heron,Variable Costs,Fungicides,Completed,Nebula (15229),77.447,L,1433.54,4/23/2019,61.46,18.51,Wheat Winter,Heron 81 Heron.Dunston,1.26,Dunston,2019
Heron,Variable Costs,Fungicides,Completed,Priaxor EC (17371),40,L,1479.04,5/21/2019,61.46,36.976,Wheat Winter,Heron 81 Heron.Dunston,0.651,Dunston,2019
Heron,Variable Costs,Fungicides,Completed,Resort (17861),61.958,L,344.48,4/23/2019,61.46,5.56,Wheat Winter,Heron 81 Heron.Dunston,1.008,Dunston,2019
Heron,Variable Costs,Fungicides,Completed,Unizeb Gold (18186),92.389,L,472.11,06/06/2019,61.46,5.11,Wheat Winter,Heron 81 Heron.Dunston,1.503,Dunston,2019
,,SUB TOTALS FOR Fungicides,,,,,6274.14,,,,,,,,
Heron,Variable Costs,Growth Regulators,Completed,Agrovista 3 See 750 (15975),92.936,L,176.58,4/23/2019,61.46,1.9,Wheat Winter,Heron 81 Heron.Dunston,1.512,Dunston,2019
Heron,Variable Costs,Growth Regulators,Completed,Canopy (16314),30.733,L,488.91,3/28/2019,61.46,15.908,Wheat Winter,Heron 81 Heron.Dunston,0.5,Dunston,2019
Heron,Variable Costs,Growth Regulators,Completed,Optimus (18817),9.294,L,320.35,4/23/2019,61.46,34.47,Wheat Winter,Heron 81 Heron.Dunston,0.151,Dunston,2019
,,SUB TOTALS FOR Growth Regulators,,,,,985.84,,,,,,,,
Heron,Variable Costs,Herbicides,Completed,Fence (17393),29.882,L,1899.16,10/31/2018,61.46,63.555,Wheat Winter,Heron 81 Heron.Dunston,0.486,Dunston,2019
Heron,Variable Costs,Herbicides,Completed,Herold (16195),18.6,L,1311.89,10/08/2018,61.46,70.532,Wheat Winter,Heron 81 Heron.Dunston,0.303,Dunston,2019
Heron,Variable Costs,Herbicides,Completed,Palio (18349),18.491,kg,2285.18,3/20/2019,61.46,123.585,Wheat Winter,Heron 81 Heron.Dunston,0.301,Dunston,2019
Heron,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),75.1,L,299.84,10/03/2018,61.46,3.993,Wheat Winter,Heron 81 Heron.Dunston,1.222,Dunston,2019
Heron,Variable Costs,Herbicides,Completed,Trooper (13924),124,L,1470.47,10/08/2018,61.46,11.859,Wheat Winter,Heron 81 Heron.Dunston,2.018,Dunston,2019
Heron,Variable Costs,Herbicides,Completed,Xerton (17335),36.232,L,942.03,10/31/2018,61.46,26,Wheat Winter,Heron 81 Heron.Dunston,0.59,Dunston,2019
,,SUB TOTALS FOR Herbicides,,,,,8208.57,,,,,,,,
Heron,Variable Costs,Insecticides,Completed,Kingpin (18626),11.513,L,241.78,3/20/2019,61.46,21,Wheat Winter,Heron 81 Heron.Dunston,0.187,Dunston,2019
Heron,Variable Costs,Insecticides,Completed,Sven (18627),9.936,L,181.83,10/31/2018,61.46,18.3,Wheat Winter,Heron 81 Heron.Dunston,0.162,Dunston,2019
,,SUB TOTALS FOR Insecticides,,,,,423.6,,,,,,,,
,,SUB TOTALS FOR Seed / Plants,,,,,3170.03,,,,,,,,
Heron,Variable Costs,Trace Elements,Completed,Headland Multiple Pro,61.958,L,432.28,4/23/2019,61.46,6.977,Wheat Winter,Heron 81 Heron.Dunston,1.008,Dunston,2019
Heron,Variable Costs,Trace Elements,Completed,Magnesium 5%,61.5,L,31.23,5/21/2019,61.46,0.508,Wheat Winter,Heron 81 Heron.Dunston,1.001,Dunston,2019
Heron,Variable Costs,Trace Elements,Completed,Magnesium 5%,61.593,L,31.28,06/06/2019,61.46,0.508,Wheat Winter,Heron 81 Heron.Dunston,1.002,Dunston,2019
Heron,Variable Costs,Trace Elements,Completed,Manganese,59.764,L,30.76,10/31/2018,61.46,0.515,Wheat Winter,Heron 81 Heron.Dunston,0.972,Dunston,2019
Heron,Variable Costs,Trace Elements,Completed,Manganese,69.776,L,35.91,3/20/2019,61.46,0.515,Wheat Winter,Heron 81 Heron.Dunston,1.135,Dunston,2019
Heron,Variable Costs,Trace Elements,Completed,Terrasorb foliar,122.92,L,950.63,3/28/2019,61.46,7.734,Wheat Winter,Heron 81 Heron.Dunston,2,Dunston,2019
Heron,Variable Costs,Trace Elements,Completed,Terrasorb foliar,93.5,L,723.1,4/23/2019,61.46,7.734,Wheat Winter,Heron 81 Heron.Dunston,1.521,Dunston,2019
Heron,Variable Costs,Trace Elements,Completed,Zinc,15,L,95.49,5/21/2019,61.46,6.366,Wheat Winter,Heron 81 Heron.Dunston,0.244,Dunston,2019
,,SUB TOTALS FOR Trace Elements,,,,,2330.69,,,,,,,,
,SUB TOTALS FOR Variable Costs,,,,,,33798.02,,,,,,,,
MANOR FARM FGrp,Variable Costs,Adjuvants,Completed,Nelson,5,L,37.03,5/27/2019,12.18,7.406,Wheat Spring,Mf 29 Straw Barn.Mulika,0.411,Mulika,2019
MANOR FARM FGrp,Variable Costs,Adjuvants,Completed,Remix,4.378,L,70.8,10/11/2018,26.13,16.173,Wheat Winter,Mf 1234 Manor farm View.Costello,0.168,Costello,2019
MANOR FARM FGrp,Variable Costs,Adjuvants,Completed,Remix,0.684,L,11.05,10/11/2018,4.08,16.173,Wheat Winter,Mf 27 Milestone.Costello,0.168,Costello,2019
MANOR FARM FGrp,Variable Costs,Adjuvants,Completed,Remix,1.739,L,28.12,10/11/2018,10.38,16.173,Wheat Winter,Mf 567 Lindsay's.Costello,0.168,Costello,2019
MANOR FARM FGrp,Variable Costs,Adjuvants,Completed,Remix,3.3,L,53.37,10/22/2018,16.31,16.173,Wheat Winter,Mf 26 Railway.Costello,0.202,Costello,2019
MANOR FARM FGrp,Variable Costs,Adjuvants,Completed,Remix,3.672,L,59.39,10/26/2018,17.63,16.173,Wheat Winter,Mf 14\16 Track End.Costello,0.208,Costello,2019
MANOR FARM FGrp,Variable Costs,Adjuvants,Completed,Remix,7.028,L,113.66,10/26/2018,33.74,16.173,Wheat Winter,Mf 8-13 Lucy's.Costello,0.208,Costello,2019
MANOR FARM FGrp,Variable Costs,Adjuvants,Completed,Remix,13.063,L,211.27,2/26/2019,32.49,16.173,Wheat Spring,Mf 17\23 David's.Mulika,0.402,Mulika,2019
MANOR FARM FGrp,Variable Costs,Adjuvants,Completed,Remix,3.837,L,62.05,2/27/2019,9.81,16.173,Wheat Spring,Mf 28 Fen Field.Mulika,0.391,Mulika,2019
MANOR FARM FGrp,Variable Costs,Adjuvants,Completed,Remix,4.763,L,77.04,2/27/2019,12.18,16.173,Wheat Spring,Mf 29 Straw Barn.Mulika,0.391,Mulika,2019
MANOR FARM FGrp,Variable Costs,Adjuvants,Completed,Roller,2.58,L,123.47,3/21/2019,26.13,47.85,Wheat Winter,Mf 1234 Manor farm View.Costello,0.099,Costello,2019
MANOR FARM FGrp,Variable Costs,Adjuvants,Completed,Roller,1.741,L,83.31,3/21/2019,17.63,47.85,Wheat Winter,Mf 14\16 Track End.Costello,0.099,Costello,2019
MANOR FARM FGrp,Variable Costs,Adjuvants,Completed,Roller,1.611,L,77.07,3/21/2019,16.31,47.85,Wheat Winter,Mf 26 Railway.Costello,0.099,Costello,2019
MANOR FARM FGrp,Variable Costs,Adjuvants,Completed,Roller,0.403,L,19.28,3/21/2019,4.08,47.85,Wheat Winter,Mf 27 Milestone.Costello,0.099,Costello,2019
MANOR FARM FGrp,Variable Costs,Adjuvants,Completed,Roller,1.025,L,49.05,3/21/2019,10.38,47.85,Wheat Winter,Mf 567 Lindsay's.Costello,0.099,Costello,2019
MANOR FARM FGrp,Variable Costs,Adjuvants,Completed,Roller,3.332,L,159.43,3/21/2019,33.74,47.85,Wheat Winter,Mf 8-13 Lucy's.Costello,0.099,Costello,2019
,,SUB TOTALS FOR Adjuvants,,,,,1235.41,,,,,,,,
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Broiler Manure,450,t,2925,8/29/2018,32.49,6.5,Wheat Spring,Mf 17\23 David's.Mulika,13.85,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Di Ammonium Phosphate,1515,kg,534.83,3/22/2019,17.63,0.353,Wheat Winter,Mf 14\16 Track End.Costello,85.933,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Di Ammonium Phosphate,3346,kg,1181.21,3/22/2019,33.74,0.353,Wheat Winter,Mf 8-13 Lucy's.Costello,99.17,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Di Ammonium Phosphate,1052.378,kg,371.51,3/23/2019,9.81,0.353,Wheat Spring,Mf 28 Fen Field.Mulika,107.276,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Di Ammonium Phosphate,1306.622,kg,461.26,3/23/2019,12.18,0.353,Wheat Spring,Mf 29 Straw Barn.Mulika,107.276,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Di Ammonium Phosphate,2585,kg,912.56,3/23/2019,26.13,0.353,Wheat Winter,Mf 1234 Manor farm View.Costello,98.928,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Di Ammonium Phosphate,1581,kg,558.13,3/23/2019,16.31,0.353,Wheat Winter,Mf 26 Railway.Costello,96.934,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Di Ammonium Phosphate,378,kg,133.44,3/23/2019,4.08,0.353,Wheat Winter,Mf 27 Milestone.Costello,92.647,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Di Ammonium Phosphate,1038,kg,366.44,3/23/2019,10.38,0.353,Wheat Winter,Mf 567 Lindsay's.Costello,100,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Muriate Potash,1715.982,kg,470.5,04/02/2019,17.63,0.274,Wheat Winter,Mf 14\16 Track End.Costello,97.333,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Muriate Potash,3284.018,kg,900.43,04/02/2019,33.74,0.274,Wheat Winter,Mf 8-13 Lucy's.Costello,97.333,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Muriate Potash,627,kg,171.91,04/05/2019,12.18,0.274,Wheat Spring,Mf 29 Straw Barn.Mulika,51.478,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Muriate Potash,2517,kg,690.12,04/05/2019,26.13,0.274,Wheat Winter,Mf 1234 Manor farm View.Costello,96.326,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Muriate Potash,1564,kg,428.82,04/05/2019,16.31,0.274,Wheat Winter,Mf 26 Railway.Costello,95.892,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Muriate Potash,384.863,kg,105.52,04/05/2019,4.08,0.274,Wheat Winter,Mf 27 Milestone.Costello,94.329,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Muriate Potash,979.137,kg,268.46,04/05/2019,10.38,0.274,Wheat Winter,Mf 567 Lindsay's.Costello,94.329,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,N26-37S,1657,kg,360.23,3/29/2019,17.63,0.217,Wheat Winter,Mf 14\16 Track End.Costello,93.988,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,N26-37S,273.528,kg,59.47,3/29/2019,4.08,0.217,Wheat Winter,Mf 27 Milestone.Costello,67.041,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,N26-37S,695.888,kg,151.29,3/29/2019,10.38,0.217,Wheat Winter,Mf 567 Lindsay's.Costello,67.041,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,N26-37S,3381,kg,735.04,3/29/2019,33.74,0.217,Wheat Winter,Mf 8-13 Lucy's.Costello,100.207,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,N26-37S,976,kg,212.18,04/01/2019,9.81,0.217,Wheat Spring,Mf 28 Fen Field.Mulika,99.49,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,N26-37S,1189,kg,258.49,04/01/2019,12.18,0.217,Wheat Spring,Mf 29 Straw Barn.Mulika,97.619,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,N26-37S,2487,kg,540.68,04/01/2019,26.13,0.217,Wheat Winter,Mf 1234 Manor farm View.Costello,95.178,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,N26-37S,1569,kg,341.1,04/01/2019,16.31,0.217,Wheat Winter,Mf 26 Railway.Costello,96.199,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,N26-37S,394,kg,85.66,04/01/2019,10.38,0.217,Wheat Winter,Mf 567 Lindsay's.Costello,37.958,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,2715.37,L,716.43,2/20/2019,17.63,0.264,Wheat Winter,Mf 14\16 Track End.Costello,154.02,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,5196.63,L,1371.09,2/20/2019,33.74,0.264,Wheat Winter,Mf 8-13 Lucy's.Costello,154.02,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,5932,L,1565.11,3/23/2019,32.49,0.264,Wheat Spring,Mf 17\23 David's.Mulika,182.579,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,1664,L,439.03,3/23/2019,9.81,0.264,Wheat Spring,Mf 28 Fen Field.Mulika,169.623,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,2094,L,552.48,3/23/2019,12.18,0.264,Wheat Spring,Mf 29 Straw Barn.Mulika,171.921,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,3639,L,960.12,3/23/2019,26.13,0.264,Wheat Winter,Mf 1234 Manor farm View.Costello,139.265,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,1968,L,519.24,3/23/2019,16.31,0.264,Wheat Winter,Mf 26 Railway.Costello,120.662,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,621,L,163.85,3/23/2019,4.08,0.264,Wheat Winter,Mf 27 Milestone.Costello,152.206,Costello,2019
