Field Group,Heading Category,Heading,Status,Product Name,Quantity,Units,Value GBP,Actual/Issued Date,Application Area ha,Av Field Unit Price GBP,Crop Group,Field Defined Name,Variety,Year,Quantity per Application Area ha
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,2352.158,L,500.68,17/04/2018,10.11,0.213,Wheat Winter,CF2,KWS Lili,2018,232.657
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,760.787,L,161.94,17/04/2018,3.27,0.213,Wheat Winter,CF25,KWS Kerrin,2018,232.657
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,851.523,L,181.25,17/04/2018,3.66,0.213,Wheat Winter,CF27,KWS Kerrin,2018,232.657
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,756.134,L,160.95,17/04/2018,3.25,0.213,Wheat Winter,CF30,KWS Lili,2018,232.657
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,2915.187,L,620.52,17/04/2018,12.53,0.213,Wheat Winter,CF31,KWS Lili,2018,232.657
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1116.752,L,237.71,17/04/2018,4.8,0.213,Wheat Winter,CF33,KWS Lili,2018,232.657
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1279.611,L,272.38,17/04/2018,5.5,0.213,Wheat Winter,CF50,KWS Kerrin,2018,232.657
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,2054.321,L,437.28,21/04/2018,13,0.213,Rape Winter,CF52,Rape Winter,2018,158.025
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1343.21,L,285.91,21/04/2018,8.5,0.213,Rape Winter,CF8,Rape Winter,2018,158.025
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,3002.469,L,639.1,21/04/2018,19,0.213,Rape Winter,CF9,Rape Winter,2018,158.025
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1637.209,L,348.49,15/05/2018,8.8,0.213,Barley Spring,CF1,Barley Spring,2018,186.047
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,781.395,L,166.33,15/05/2018,4.2,0.213,Barley Spring,CF16.C/03,Barley Spring,2018,186.047
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,930.233,L,198.01,15/05/2018,5,0.213,Barley Spring,CF28,Barley Spring,2018,186.047
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,651.163,L,138.61,15/05/2018,3.5,0.213,Barley Spring,CF29,Barley Spring,2018,186.047
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1023.758,L,217.91,18/05/2018,4.92,0.213,Wheat Winter,CF13,KWS Lili,2018,208.081
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,2392.929,L,509.35,18/05/2018,11.5,0.213,Wheat Winter,CF14,KWS Kerrin,2018,208.081
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,790.707,L,168.31,18/05/2018,3.8,0.213,Wheat Winter,CF15,KWS Kerrin,2018,208.081
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1664.646,L,354.33,18/05/2018,8,0.213,Wheat Winter,CF16.A,KWS Lili,2018,208.081
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,2426.222,L,516.44,18/05/2018,11.66,0.213,Wheat Winter,CF16.B/02,KWS Lili,2018,208.081
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,3329.293,L,708.67,18/05/2018,16,0.213,Wheat Winter,CF18,KWS Lili,2018,208.081
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,2103.697,L,447.79,18/05/2018,10.11,0.213,Wheat Winter,CF2,KWS Lili,2018,208.081
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,680.424,L,144.83,18/05/2018,3.27,0.213,Wheat Winter,CF25,KWS Kerrin,2018,208.081
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,761.576,L,162.11,18/05/2018,3.66,0.213,Wheat Winter,CF27,KWS Kerrin,2018,208.081
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,676.263,L,143.95,18/05/2018,3.25,0.213,Wheat Winter,CF30,KWS Lili,2018,208.081
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,2607.253,L,554.97,18/05/2018,12.53,0.213,Wheat Winter,CF31,KWS Lili,2018,208.081
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,998.788,L,212.6,18/05/2018,4.8,0.213,Wheat Winter,CF33,KWS Lili,2018,208.081
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1144.444,L,243.6,18/05/2018,5.5,0.213,Wheat Winter,CF50,KWS Kerrin,2018,208.081
,,SUB TOTALS FOR Fertiliser,,,,,37856.84,,,,,,,,
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Bravo 500 (14548),9.43,L,56.58,18/05/2018,9.1,6,Barley Winter,CF11,Barley Winter,2018,1.036
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Bravo 500 (14548),3.264,L,19.59,18/05/2018,3.15,6,Barley Winter,CF21,Barley Winter,2018,1.036
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Bravo 500 (14548),2.653,L,15.92,18/05/2018,2.56,6,Barley Winter,CF24,Barley Winter,2018,1.036
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Bravo 500 (14548),4.073,L,24.44,18/05/2018,3.93,6,Barley Winter,CF34,Barley Winter,2018,1.036
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Bravo 500 (14548),3.513,L,21.08,18/05/2018,3.39,6,Barley Winter,CF35,Barley Winter,2018,1.036
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Bravo 500 (14548),7.067,L,42.4,18/05/2018,6.82,6,Barley Winter,CF43,Barley Winter,2018,1.036
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Bravo 500 (14548),8.186,L,49.12,15/06/2018,8.8,6,Barley Spring,CF1,Barley Spring,2018,0.93
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Bravo 500 (14548),3.907,L,23.44,15/06/2018,4.2,6,Barley Spring,CF16.C/03,Barley Spring,2018,0.93
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Bravo 500 (14548),4.651,L,27.91,15/06/2018,5,6,Barley Spring,CF28,Barley Spring,2018,0.93
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Bravo 500 (14548),3.256,L,19.53,15/06/2018,3.5,6,Barley Spring,CF29,Barley Spring,2018,0.93
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Ceando (16012),1.5,L,26.17,01/04/2018,3.27,17.445,Wheat Winter,CF25,KWS Kerrin,2018,0.459
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Ceando (16012),2.441,L,42.59,14/04/2018,4.92,17.445,Wheat Winter,CF13,KWS Lili,2018,0.496
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Ceando (16012),5.706,L,99.54,14/04/2018,11.5,17.445,Wheat Winter,CF14,KWS Kerrin,2018,0.496
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Ceando (16012),1.886,L,32.89,14/04/2018,3.8,17.445,Wheat Winter,CF15,KWS Kerrin,2018,0.496
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Ceando (16012),3.97,L,69.25,14/04/2018,8,17.445,Wheat Winter,CF16.A,KWS Lili,2018,0.496
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Ceando (16012),5.786,L,100.93,14/04/2018,11.66,17.445,Wheat Winter,CF16.B/02,KWS Lili,2018,0.496
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Ceando (16012),1.798,L,31.37,14/04/2018,3.66,17.445,Wheat Winter,CF27,KWS Kerrin,2018,0.491
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Ceando (16012),1.613,L,28.13,14/04/2018,3.25,17.445,Wheat Winter,CF30,KWS Lili,2018,0.496
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Ceando (16012),6.217,L,108.46,14/04/2018,12.53,17.445,Wheat Winter,CF31,KWS Lili,2018,0.496
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Ceando (16012),2.382,L,41.55,14/04/2018,4.8,17.445,Wheat Winter,CF33,KWS Lili,2018,0.496
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Ceando (16012),2.702,L,47.13,14/04/2018,5.5,17.445,Wheat Winter,CF50,KWS Kerrin,2018,0.491
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Ceando (16012),9,L,157,09/05/2018,16,17.445,Wheat Winter,CF18,KWS Lili,2018,0.563
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Ceando (16012),5,L,87.22,09/05/2018,10.11,17.445,Wheat Winter,CF2,KWS Lili,2018,0.495
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Ceando (16012),7.5,L,130.83,18/05/2018,10.11,17.445,Wheat Winter,CF2,KWS Lili,2018,0.742
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Ceando (16012),2.5,L,43.61,11/06/2018,6.7,17.445,Barley Spring,CF5,Barley Spring,2018,0.373
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),3,L,15.73,01/04/2018,3.27,5.243,Wheat Winter,CF25,KWS Kerrin,2018,0.917
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),4.883,L,25.6,14/04/2018,4.92,5.243,Wheat Winter,CF13,KWS Lili,2018,0.992
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),11.413,L,59.84,14/04/2018,11.5,5.243,Wheat Winter,CF14,KWS Kerrin,2018,0.992
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),3.771,L,19.77,14/04/2018,3.8,5.243,Wheat Winter,CF15,KWS Kerrin,2018,0.992
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),7.939,L,41.62,14/04/2018,8,5.243,Wheat Winter,CF16.A,KWS Lili,2018,0.992
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),11.571,L,60.67,14/04/2018,11.66,5.243,Wheat Winter,CF16.B/02,KWS Lili,2018,0.992
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),3.596,L,18.85,14/04/2018,3.66,5.243,Wheat Winter,CF27,KWS Kerrin,2018,0.983
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),3.225,L,16.91,14/04/2018,3.25,5.243,Wheat Winter,CF30,KWS Lili,2018,0.992
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),12.435,L,65.19,14/04/2018,12.53,5.243,Wheat Winter,CF31,KWS Lili,2018,0.992
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),4.763,L,24.97,14/04/2018,4.8,5.243,Wheat Winter,CF33,KWS Lili,2018,0.992
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),5.404,L,28.33,14/04/2018,5.5,5.243,Wheat Winter,CF50,KWS Kerrin,2018,0.983
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),9.674,L,50.72,03/05/2018,9.1,5.243,Barley Winter,CF11,Barley Winter,2018,1.063
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),3.173,L,16.63,03/05/2018,3.15,5.243,Barley Winter,CF21,Barley Winter,2018,1.007
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),2.722,L,14.27,03/05/2018,2.56,5.243,Barley Winter,CF24,Barley Winter,2018,1.063
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),3.958,L,20.75,03/05/2018,3.93,5.243,Barley Winter,CF34,Barley Winter,2018,1.007
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),3.604,L,18.9,03/05/2018,3.39,5.243,Barley Winter,CF35,Barley Winter,2018,1.063
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),6.869,L,36.01,03/05/2018,6.82,5.243,Barley Winter,CF43,Barley Winter,2018,1.007
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),16,L,83.89,09/05/2018,16,5.243,Wheat Winter,CF18,KWS Lili,2018,1
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),4.824,L,25.29,01/06/2018,4.92,5.243,Wheat Winter,CF13,KWS Lili,2018,0.98
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),12.441,L,65.23,01/06/2018,11.5,5.243,Wheat Winter,CF14,KWS Kerrin,2018,1.082
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),4.111,L,21.55,01/06/2018,3.8,5.243,Wheat Winter,CF15,KWS Kerrin,2018,1.082
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),8.138,L,42.67,01/06/2018,8,5.243,Wheat Winter,CF16.A,KWS Lili,2018,1.017
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),11.862,L,62.19,01/06/2018,11.66,5.243,Wheat Winter,CF16.B/02,KWS Lili,2018,1.017
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),3.538,L,18.55,01/06/2018,3.27,5.243,Wheat Winter,CF25,KWS Kerrin,2018,1.082
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),3.96,L,20.76,01/06/2018,3.66,5.243,Wheat Winter,CF27,KWS Kerrin,2018,1.082
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),3.186,L,16.71,01/06/2018,3.25,5.243,Wheat Winter,CF30,KWS Lili,2018,0.98
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),12.284,L,64.41,01/06/2018,12.53,5.243,Wheat Winter,CF31,KWS Lili,2018,0.98
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),4.706,L,24.67,01/06/2018,4.8,5.243,Wheat Winter,CF33,KWS Lili,2018,0.98
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),5.95,L,31.2,01/06/2018,5.5,5.243,Wheat Winter,CF50,KWS Kerrin,2018,1.082
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),10,L,52.43,03/06/2018,8.8,5.243,Barley Spring,CF1,Barley Spring,2018,1.136
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),17,L,89.13,03/06/2018,16,5.243,Wheat Winter,CF18,KWS Lili,2018,1.063
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),10,L,52.43,03/06/2018,10.11,5.243,Wheat Winter,CF2,KWS Lili,2018,0.989
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),1.023,L,5.36,15/06/2018,8.8,5.243,Barley Spring,CF1,Barley Spring,2018,0.116
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),0.488,L,2.56,15/06/2018,4.2,5.243,Barley Spring,CF16.C/03,Barley Spring,2018,0.116
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),0.581,L,3.05,15/06/2018,5,5.243,Barley Spring,CF28,Barley Spring,2018,0.116
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Chlorthalis (16513),0.407,L,2.13,15/06/2018,3.5,5.243,Barley Spring,CF29,Barley Spring,2018,0.116
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Difcor 250 EC (13917),3.5,L,103.25,03/11/2017,13,29.5,Rape Winter,CF52,Rape Winter,2018,0.269
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Difcor 250 EC (13917),2.009,L,59.27,03/11/2017,8.5,29.5,Rape Winter,CF8,Rape Winter,2018,0.236
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Difcor 250 EC (13917),4.491,L,132.48,03/11/2017,19,29.5,Rape Winter,CF9,Rape Winter,2018,0.236
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),4.301,L,62.73,16/04/2018,9.1,15.625,Barley Winter,CF11,Barley Winter,2018,0.473
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),1.489,L,21.71,16/04/2018,3.15,15.625,Barley Winter,CF21,Barley Winter,2018,0.473
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),1.21,L,17.65,16/04/2018,2.56,15.625,Barley Winter,CF24,Barley Winter,2018,0.473
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),1.946,L,28.37,16/04/2018,3.93,15.625,Barley Winter,CF34,Barley Winter,2018,0.495
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),1.678,L,24.47,16/04/2018,3.39,15.625,Barley Winter,CF35,Barley Winter,2018,0.495
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),3.376,L,49.24,16/04/2018,6.82,15.625,Barley Winter,CF43,Barley Winter,2018,0.495
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),2.116,L,30.85,09/05/2018,4.92,15.625,Wheat Winter,CF13,KWS Lili,2018,0.43
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),4.945,L,72.12,09/05/2018,11.5,15.625,Wheat Winter,CF14,KWS Kerrin,2018,0.43
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),1.374,L,20.04,09/05/2018,3.8,15.625,Wheat Winter,CF15,KWS Kerrin,2018,0.362
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),3.662,L,53.41,09/05/2018,8,15.625,Wheat Winter,CF16.A,KWS Lili,2018,0.458
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),5.338,L,77.84,09/05/2018,11.66,15.625,Wheat Winter,CF16.B/02,KWS Lili,2018,0.458
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),1.183,L,17.25,09/05/2018,3.27,15.625,Wheat Winter,CF25,KWS Kerrin,2018,0.362
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),1.574,L,22.95,09/05/2018,3.66,15.625,Wheat Winter,CF27,KWS Kerrin,2018,0.43
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),1.175,L,17.14,09/05/2018,3.25,15.625,Wheat Winter,CF30,KWS Lili,2018,0.362
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),4.532,L,66.09,09/05/2018,12.53,15.625,Wheat Winter,CF31,KWS Lili,2018,0.362
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),1.736,L,25.32,09/05/2018,4.8,15.625,Wheat Winter,CF33,KWS Lili,2018,0.362
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),2.365,L,34.49,09/05/2018,5.5,15.625,Wheat Winter,CF50,KWS Kerrin,2018,0.43
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),4,L,58.33,18/05/2018,10.11,15.625,Wheat Winter,CF2,KWS Lili,2018,0.396
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),5.788,L,84.41,01/06/2018,4.92,15.625,Wheat Winter,CF13,KWS Lili,2018,1.176
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),12.441,L,181.44,01/06/2018,11.5,15.625,Wheat Winter,CF14,KWS Kerrin,2018,1.082
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),4.111,L,59.95,01/06/2018,3.8,15.625,Wheat Winter,CF15,KWS Kerrin,2018,1.082
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),8.952,L,130.56,01/06/2018,8,15.625,Wheat Winter,CF16.A,KWS Lili,2018,1.119
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),13.048,L,190.29,01/06/2018,11.66,15.625,Wheat Winter,CF16.B/02,KWS Lili,2018,1.119
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),3.538,L,51.59,01/06/2018,3.27,15.625,Wheat Winter,CF25,KWS Kerrin,2018,1.082
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),3.96,L,57.75,01/06/2018,3.66,15.625,Wheat Winter,CF27,KWS Kerrin,2018,1.082
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),3.824,L,55.76,01/06/2018,3.25,15.625,Wheat Winter,CF30,KWS Lili,2018,1.176
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),14.741,L,214.98,01/06/2018,12.53,15.625,Wheat Winter,CF31,KWS Lili,2018,1.176
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),5.647,L,82.36,01/06/2018,4.8,15.625,Wheat Winter,CF33,KWS Lili,2018,1.176
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),5.95,L,86.78,01/06/2018,5.5,15.625,Wheat Winter,CF50,KWS Kerrin,2018,1.082
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),1.575,L,118.88,30/08/2018,4.5,72.547,Sugar Beet,CF10,Sugar Beet,2018,0.35
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),2.723,L,205.53,30/08/2018,7.78,72.547,Sugar Beet,CF17,Sugar Beet,2018,0.35
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),2.87,L,216.63,30/08/2018,8.2,72.547,Sugar Beet,CF26,Sugar Beet,2018,0.35
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),1.4,L,105.67,30/08/2018,4,72.547,Sugar Beet,CF3,Sugar Beet,2018,0.35
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),1.575,L,118.88,30/08/2018,4.5,72.547,Sugar Beet,CF4,Sugar Beet,2018,0.35
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),5.845,L,441.18,30/08/2018,16.7,72.547,Sugar Beet,CF44,Sugar Beet,2018,0.35
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),1.312,L,99.07,30/08/2018,3.75,72.547,Sugar Beet,CF7,Sugar Beet,2018,0.35
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),6.047,L,278.14,03/05/2018,9.1,46,Barley Winter,CF11,Barley Winter,2018,0.664
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),2.266,L,104.24,03/05/2018,3.15,46,Barley Winter,CF21,Barley Winter,2018,0.719
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),1.701,L,78.25,03/05/2018,2.56,46,Barley Winter,CF24,Barley Winter,2018,0.664
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),2.827,L,130.06,03/05/2018,3.93,46,Barley Winter,CF34,Barley Winter,2018,0.719
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),2.252,L,103.61,03/05/2018,3.39,46,Barley Winter,CF35,Barley Winter,2018,0.664
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),4.906,L,225.7,03/05/2018,6.82,46,Barley Winter,CF43,Barley Winter,2018,0.719
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),4.715,L,216.89,18/05/2018,9.1,46,Barley Winter,CF11,Barley Winter,2018,0.518
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),1.632,L,75.08,18/05/2018,3.15,46,Barley Winter,CF21,Barley Winter,2018,0.518
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),1.326,L,61.02,18/05/2018,2.56,46,Barley Winter,CF24,Barley Winter,2018,0.518
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),2.036,L,93.67,18/05/2018,3.93,46,Barley Winter,CF34,Barley Winter,2018,0.518
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),1.756,L,80.8,18/05/2018,3.39,46,Barley Winter,CF35,Barley Winter,2018,0.518
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),3.534,L,162.55,18/05/2018,6.82,46,Barley Winter,CF43,Barley Winter,2018,0.518
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),5,L,230,03/06/2018,8.8,46,Barley Spring,CF1,Barley Spring,2018,0.568
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),2.15,L,98.88,03/06/2018,4.2,46,Barley Spring,CF16.C/03,Barley Spring,2018,0.512
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),2.559,L,117.72,03/06/2018,5,46,Barley Spring,CF28,Barley Spring,2018,0.512
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),1.791,L,82.4,03/06/2018,3.5,46,Barley Spring,CF29,Barley Spring,2018,0.512
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),4.093,L,188.28,15/06/2018,8.8,46,Barley Spring,CF1,Barley Spring,2018,0.465
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),1.953,L,89.86,15/06/2018,4.2,46,Barley Spring,CF16.C/03,Barley Spring,2018,0.465
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),2.326,L,106.98,15/06/2018,5,46,Barley Spring,CF28,Barley Spring,2018,0.465
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Jaunt (12350),1.628,L,74.88,15/06/2018,3.5,46,Barley Spring,CF29,Barley Spring,2018,0.465
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Metal (17265),3.091,L,63.67,08/05/2018,8.5,20.6,Rape Winter,CF8,Rape Winter,2018,0.364
