Field Group,Heading Category,Heading,Status,Product Name,Quantity,Units,Value GBP,Actual/Issued Date,Application Area ha,Av Field Unit Price GBP,Crop Group,Field Defined Name,Variety,Year,Quantity per Application Area ha
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,6124.198,kg,725.72,06/08/2018,8.5,0.118,Wheat Winter,CF8,Wheat 1st Year,2019,720.494
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,13689.383,kg,1622.19,06/08/2018,19,0.119,Wheat Winter,CF9,Wheat 1st Year,2019,720.494
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,502.656,kg,59.56,06/09/2018,0.83,0.119,Arable Stewardship,CF28.A,Arable Stewardship,2019,603.188
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,2852.723,kg,338.05,06/09/2018,4.73,0.119,Arable Stewardship,CF5.A,Arable Stewardship,2019,603.188
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,3082.289,kg,365.25,06/09/2018,5.11,0.119,Barley Spring,CF2.B/02,Barley Spring,2019,603.188
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,2513.282,kg,297.82,06/09/2018,4.17,0.118,Barley Spring,CF28.B/02,Barley Spring,2019,603.188
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,2111.157,kg,250.17,06/09/2018,3.5,0.119,Barley Spring,CF29,Barley Spring,2019,603.188
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,1188.635,kg,140.85,06/09/2018,1.97,0.118,Barley Spring,CF5.B/02,Barley Spring,2019,603.188
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,11158.973,kg,1322.34,06/09/2018,18.5,0.119,Barley Winter,CF55,Barley Winter,2019,603.188
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,5730.284,kg,679.04,06/09/2018,9.5,0.119,Unallocated,CF40,Crop Trials,2019,603.188
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,132.086,L,28.32,27/02/2019,0.54,0.214,Arable Stewardship,CF53.A,Arable Stewardship,2019,244.604
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,0,L,0,27/02/2019,0,0,Arable Stewardship,CF54.A,Arable Stewardship,2019,0
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,2030.216,L,435.34,27/02/2019,8.3,0.214,Barley Winter,CF42,Barley Winter,2019,244.604
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1873.669,L,401.77,27/02/2019,7.66,0.214,Barley Winter,CF53.B/02,Barley Winter,2019,244.604
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1785.612,L,382.89,27/02/2019,7.3,0.214,Barley Winter,CF54.B/02,Barley Winter,2019,244.604
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,4378.417,L,938.87,27/02/2019,17.9,0.214,Barley Winter,CF55,Barley Winter,2019,244.604
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,2225.348,L,477.19,27/02/2019,9.55,0.214,Rape Winter,CF16.A,Rape Winter,2019,233.021
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,3658.426,L,784.48,27/02/2019,15.7,0.214,Rape Winter,CF18,Rape Winter,2019,233.021
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,768.968,L,164.89,27/02/2019,3.3,0.214,Rape Winter,CF21,Rape Winter,2019,233.021
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1547.258,L,331.78,27/02/2019,6.64,0.214,Rape Winter,CF43,Rape Winter,2019,233.021
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1824.402,L,391.21,27/02/2019,7.3,0.214,Wheat Winter,CF17,Wheat 1st Year,2019,249.918
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1199.607,L,257.23,27/02/2019,4.8,0.214,Wheat Winter,CF3,Wheat 1st Year,2019,249.918
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1049.656,L,225.08,27/02/2019,4.2,0.214,Wheat Winter,CF4,Wheat 1st Year,2019,249.918
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,3398.886,L,728.83,27/02/2019,13.6,0.214,Wheat Winter,CF52,Wheat 1st Year,2019,249.918
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,937.193,L,200.96,27/02/2019,3.75,0.214,Wheat Winter,CF7,Wheat 1st Year,2019,249.918
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,2074.32,L,444.8,27/02/2019,8.3,0.214,Wheat Winter,CF8,Wheat 1st Year,2019,249.918
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,4765.937,L,1021.97,27/02/2019,19.07,0.214,Wheat Winter,CF9,Wheat 1st Year,2019,249.918
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,179.131,L,38.41,22/03/2019,0.78,0.214,Arable Stewardship,CF28.A,Arable Stewardship,2019,228.677
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,290.555,L,62.3,22/03/2019,1.27,0.214,Arable Stewardship,CF5.A,Arable Stewardship,2019,228.677
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,960.445,L,205.95,22/03/2019,4.2,0.214,Barley Spring,CF10,Barley Spring,2019,228.677
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,2949.938,L,632.56,22/03/2019,12.9,0.214,Barley Spring,CF16.B/02,Barley Spring,2019,228.677
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,0,L,0,22/03/2019,0,0,Barley Spring,CF16.C/03,Barley Spring,2019,0
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1486.403,L,318.73,22/03/2019,6.5,0.214,Barley Spring,CF2.B/02,Barley Spring,2019,228.677
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1813.412,L,388.85,22/03/2019,7.93,0.214,Barley Spring,CF26,Barley Spring,2019,228.677
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,895.653,L,192.06,22/03/2019,3.92,0.214,Barley Spring,CF28.B/02,Barley Spring,2019,228.677
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,800.371,L,171.63,22/03/2019,3.5,0.214,Barley Spring,CF29,Barley Spring,2019,228.677
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,3453.028,L,740.44,22/03/2019,15.1,0.214,Barley Spring,CF44,Barley Spring,2019,228.677
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,121.064,L,25.96,22/03/2019,0.53,0.214,Barley Spring,CF5.B/02,Barley Spring,2019,228.677
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,2225.348,L,477.19,22/03/2019,9.55,0.214,Rape Winter,CF16.A,Rape Winter,2019,233.021
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,3658.426,L,784.48,22/03/2019,15.7,0.214,Rape Winter,CF18,Rape Winter,2019,233.021
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,768.968,L,164.89,22/03/2019,3.3,0.214,Rape Winter,CF21,Rape Winter,2019,233.021
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1547.258,L,331.78,22/03/2019,6.64,0.214,Rape Winter,CF43,Rape Winter,2019,233.021
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,111.513,L,23.91,10/04/2019,0.42,0.214,Arable Stewardship,CF25.B/02,Arable Stewardship,2019,265.508
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1274.439,L,273.28,10/04/2019,4.8,0.214,Sugar Beet,CF13,Sugar Beet,2019,265.508
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,3000.241,L,643.35,10/04/2019,11.3,0.214,Sugar Beet,CF14,Sugar Beet,2019,265.508
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,663.77,L,142.33,10/04/2019,2.5,0.214,Sugar Beet,CF24,Sugar Beet,2019,265.508
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,738.112,L,158.28,10/04/2019,2.78,0.214,Sugar Beet,CF25.A,Sugar Beet,2019,265.508
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,955.829,L,204.96,10/04/2019,3.6,0.214,Sugar Beet,CF27,Sugar Beet,2019,265.508
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1194.786,L,256.2,10/04/2019,4.5,0.214,Sugar Beet,CF32,Sugar Beet,2019,265.508
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1300.99,L,278.97,10/04/2019,4.9,0.214,Sugar Beet,CF33,Sugar Beet,2019,265.508
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,884.142,L,189.59,10/04/2019,3.33,0.214,Sugar Beet,CF34,Sugar Beet,2019,265.508
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,876.177,L,187.88,10/04/2019,3.3,0.214,Sugar Beet,CF35,Sugar Beet,2019,265.508
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,168.756,L,36.19,11/04/2019,0.78,0.214,Arable Stewardship,CF28.A,Arable Stewardship,2019,215.434
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,273.727,L,58.7,11/04/2019,1.27,0.214,Arable Stewardship,CF5.A,Arable Stewardship,2019,215.434
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,904.821,L,194.02,11/04/2019,4.2,0.214,Barley Spring,CF10,Barley Spring,2019,215.434
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,2779.092,L,595.93,11/04/2019,12.9,0.214,Barley Spring,CF16.B/02,Barley Spring,2019,215.434
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,0,L,0,11/04/2019,0,0,Barley Spring,CF16.C/03,Barley Spring,2019,0
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1400.318,L,300.27,11/04/2019,6.5,0.214,Barley Spring,CF2.B/02,Barley Spring,2019,215.434
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1708.388,L,366.33,11/04/2019,7.93,0.214,Barley Spring,CF26,Barley Spring,2019,215.434
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,843.781,L,180.93,11/04/2019,3.92,0.214,Barley Spring,CF28.B/02,Barley Spring,2019,215.434
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,754.017,L,161.69,11/04/2019,3.5,0.214,Barley Spring,CF29,Barley Spring,2019,215.434
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,3253.046,L,697.56,11/04/2019,15.1,0.214,Barley Spring,CF44,Barley Spring,2019,215.434
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,114.053,L,24.46,11/04/2019,0.53,0.214,Barley Spring,CF5.B/02,Barley Spring,2019,215.434
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,127.554,L,27.15,30/03/2019,0.54,0.213,Arable Stewardship,CF53.A,Arable Stewardship,2019,236.211
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,0,L,0,30/03/2019,0,0,Arable Stewardship,CF54.A,Arable Stewardship,2019,0
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1960.552,L,417.32,30/03/2019,8.3,0.213,Barley Winter,CF42,Barley Winter,2019,236.211
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1809.376,L,385.14,30/03/2019,7.66,0.213,Barley Winter,CF53.B/02,Barley Winter,2019,236.211
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1724.341,L,367.04,30/03/2019,7.3,0.213,Barley Winter,CF54.B/02,Barley Winter,2019,236.211
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,4228.177,L,900,30/03/2019,17.9,0.213,Barley Winter,CF55,Barley Winter,2019,236.211
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1818.272,L,387.03,30/03/2019,9.55,0.213,Rape Winter,CF16.A,Rape Winter,2019,190.395
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,2989.201,L,636.28,30/03/2019,15.7,0.213,Rape Winter,CF18,Rape Winter,2019,190.395
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,628.303,L,133.74,30/03/2019,3.3,0.213,Rape Winter,CF21,Rape Winter,2019,190.395
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1264.223,L,269.1,30/03/2019,6.64,0.213,Rape Winter,CF43,Rape Winter,2019,190.395
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1734.677,L,369.24,01/04/2019,7.3,0.213,Wheat Winter,CF17,Wheat 1st Year,2019,237.627
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1140.61,L,242.79,01/04/2019,4.8,0.213,Wheat Winter,CF3,Wheat 1st Year,2019,237.627
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,998.033,L,212.44,01/04/2019,4.2,0.213,Wheat Winter,CF4,Wheat 1st Year,2019,237.627
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,3231.727,L,687.9,01/04/2019,13.6,0.213,Wheat Winter,CF52,Wheat 1st Year,2019,237.627
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,891.101,L,189.68,01/04/2019,3.75,0.213,Wheat Winter,CF7,Wheat 1st Year,2019,237.627
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1972.304,L,419.82,01/04/2019,8.3,0.213,Wheat Winter,CF8,Wheat 1st Year,2019,237.627
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,4531.547,L,964.58,01/04/2019,19.07,0.213,Wheat Winter,CF9,Wheat 1st Year,2019,237.627
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1447.558,L,376.66,01/05/2019,7.3,0.26,Wheat Winter,CF17,Wheat 1st Year,2019,198.296
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,951.819,L,247.67,01/05/2019,4.8,0.26,Wheat Winter,CF3,Wheat 1st Year,2019,198.296
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,832.842,L,216.71,01/05/2019,4.2,0.26,Wheat Winter,CF4,Wheat 1st Year,2019,198.296
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,2696.821,L,701.73,01/05/2019,13.6,0.26,Wheat Winter,CF52,Wheat 1st Year,2019,198.296
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,743.609,L,193.49,01/05/2019,3.75,0.26,Wheat Winter,CF7,Wheat 1st Year,2019,198.296
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1645.854,L,428.26,01/05/2019,8.3,0.26,Wheat Winter,CF8,Wheat 1st Year,2019,198.296
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,3781.498,L,983.96,01/05/2019,19.07,0.26,Wheat Winter,CF9,Wheat 1st Year,2019,198.296
,,SUB TOTALS FOR Fertiliser,,,,,40325.68,,,,,,,,
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Alto Elite (08467),14,L,134.4,23/03/2019,13.6,9.6,Wheat Winter,CF52,Wheat 1st Year,2019,1.029
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Alto Elite (08467),7.081,L,67.98,26/03/2019,7.3,9.6,Wheat Winter,CF17,Wheat 1st Year,2019,0.97
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Alto Elite (08467),4.656,L,44.7,26/03/2019,4.8,9.6,Wheat Winter,CF3,Wheat 1st Year,2019,0.97
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Alto Elite (08467),4.074,L,39.11,26/03/2019,4.2,9.6,Wheat Winter,CF4,Wheat 1st Year,2019,0.97
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Alto Elite (08467),3.638,L,34.92,26/03/2019,3.75,9.6,Wheat Winter,CF7,Wheat 1st Year,2019,0.97
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Alto Elite (08467),8.051,L,77.29,26/03/2019,8.3,9.6,Wheat Winter,CF8,Wheat 1st Year,2019,0.97
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Alto Elite (08467),18.499,L,177.59,26/03/2019,19.07,9.6,Wheat Winter,CF9,Wheat 1st Year,2019,0.97
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Caryx,7.564,L,170.53,22/03/2019,9.55,22.544,Rape Winter,CF16.A,Rape Winter,2019,0.792
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Caryx,12.436,L,280.35,22/03/2019,15.7,22.544,Rape Winter,CF18,Rape Winter,2019,0.792
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Custodia (16393),3.32,L,69.29,23/03/2019,3.3,20.872,Rape Winter,CF21,Rape Winter,2019,1.006
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Custodia (16393),6.68,L,139.43,23/03/2019,6.64,20.872,Rape Winter,CF43,Rape Winter,2019,1.006
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),0.259,L,3.78,23/03/2019,0.54,15.625,Arable Stewardship,CF53.A,Arable Stewardship,2019,0.48
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),0,L,0,23/03/2019,0,0,Arable Stewardship,CF54.A,Arable Stewardship,2019,0
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),3.981,L,58.06,23/03/2019,8.3,15.625,Barley Winter,CF42,Barley Winter,2019,0.48
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),3.674,L,53.58,23/03/2019,7.66,15.625,Barley Winter,CF53.B/02,Barley Winter,2019,0.48
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),3.501,L,51.06,23/03/2019,7.3,15.625,Barley Winter,CF54.B/02,Barley Winter,2019,0.48
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),8.585,L,125.2,23/03/2019,17.9,15.625,Barley Winter,CF55,Barley Winter,2019,0.48
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),14.938,L,233.41,24/05/2019,13.6,15.625,Wheat Winter,CF52,Wheat 1st Year,2019,1.098
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),9.116,L,142.45,24/05/2019,8.3,15.625,Wheat Winter,CF8,Wheat 1st Year,2019,1.098
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),20.946,L,327.29,24/05/2019,19.07,15.625,Wheat Winter,CF9,Wheat 1st Year,2019,1.098
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),9.102,L,142.23,28/05/2019,7.3,15.625,Wheat Winter,CF17,Wheat 1st Year,2019,1.247
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),5.985,L,93.52,28/05/2019,4.8,15.625,Wheat Winter,CF3,Wheat 1st Year,2019,1.247
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),5.237,L,81.83,28/05/2019,4.2,15.625,Wheat Winter,CF4,Wheat 1st Year,2019,1.247
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),4.676,L,73.06,28/05/2019,3.75,15.625,Wheat Winter,CF7,Wheat 1st Year,2019,1.247
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),1.756,L,128.84,29/07/2019,4.8,73.384,Sugar Beet,CF13,Sugar Beet,2019,0.366
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),4.133,L,303.31,29/07/2019,11.3,73.384,Sugar Beet,CF14,Sugar Beet,2019,0.366
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),0.914,L,67.1,29/07/2019,2.5,73.384,Sugar Beet,CF24,Sugar Beet,2019,0.366
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),1.017,L,74.62,29/07/2019,2.78,73.384,Sugar Beet,CF25.A,Sugar Beet,2019,0.366
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),1.317,L,96.63,29/07/2019,3.6,73.384,Sugar Beet,CF27,Sugar Beet,2019,0.366
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),1.646,L,120.79,29/07/2019,4.5,73.384,Sugar Beet,CF32,Sugar Beet,2019,0.366
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),1.792,L,131.52,29/07/2019,4.9,73.384,Sugar Beet,CF33,Sugar Beet,2019,0.366
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),1.218,L,89.38,29/07/2019,3.33,73.384,Sugar Beet,CF34,Sugar Beet,2019,0.366
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),1.207,L,88.58,29/07/2019,3.3,73.384,Sugar Beet,CF35,Sugar Beet,2019,0.366
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),0.903,L,66.28,28/10/2019,2.5,73.384,Sugar Beet,CF24,Sugar Beet,2019,0.361
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),1.004,L,73.71,28/10/2019,2.78,73.384,Sugar Beet,CF25.A,Sugar Beet,2019,0.361
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),1.301,L,95.45,28/10/2019,3.6,73.384,Sugar Beet,CF27,Sugar Beet,2019,0.361
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),1.626,L,119.31,28/10/2019,4.5,73.384,Sugar Beet,CF32,Sugar Beet,2019,0.361
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),1.77,L,129.92,28/10/2019,4.9,73.384,Sugar Beet,CF33,Sugar Beet,2019,0.361
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),1.203,L,88.29,28/10/2019,3.33,73.384,Sugar Beet,CF34,Sugar Beet,2019,0.361
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,Escolta (17397),1.192,L,87.49,28/10/2019,3.3,73.384,Sugar Beet,CF35,Sugar Beet,2019,0.361
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,FIELDER SE (15120),8.165,L,122.28,11/04/2019,8.3,14.976,Barley Winter,CF42,Barley Winter,2019,0.984
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,FIELDER SE (15120),7.536,L,112.85,11/04/2019,7.66,14.976,Barley Winter,CF53.B/02,Barley Winter,2019,0.984
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,FIELDER SE (15120),6.69,L,100.18,11/04/2019,6.8,14.976,Barley Winter,CF54.B/02,Barley Winter,2019,0.984
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,FIELDER SE (15120),17.609,L,263.72,11/04/2019,17.9,14.976,Barley Winter,CF55,Barley Winter,2019,0.984
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,FIELDER SE (15120),3.765,L,56.13,29/04/2019,4.8,14.976,Wheat Winter,CF3,Wheat 1st Year,2019,0.784
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,FIELDER SE (15120),3.294,L,49.11,29/04/2019,4.2,14.976,Wheat Winter,CF4,Wheat 1st Year,2019,0.784
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,FIELDER SE (15120),10,L,149.08,29/04/2019,13.6,14.976,Wheat Winter,CF52,Wheat 1st Year,2019,0.735
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,FIELDER SE (15120),2.941,L,43.85,29/04/2019,3.75,14.976,Wheat Winter,CF7,Wheat 1st Year,2019,0.784
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,FIELDER SE (15120),2.788,L,41.57,30/04/2019,4.2,14.976,Barley Spring,CF10,Barley Spring,2019,0.664
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,FIELDER SE (15120),8.563,L,127.67,30/04/2019,12.9,14.976,Barley Spring,CF16.B/02,Barley Spring,2019,0.664
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,FIELDER SE (15120),0,L,0,30/04/2019,0,0,Barley Spring,CF16.C/03,Barley Spring,2019,0
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,FIELDER SE (15120),4.315,L,64.33,30/04/2019,6.5,14.976,Barley Spring,CF2.B/02,Barley Spring,2019,0.664
FH Rockcliffe FGrp,Variable Costs,Fungicides,Completed,FIELDER SE (15120),5.264,L,78.48,30/04/2019,7.93,14.976,Barley Spring,CF26,Barley Spring,2019,0.664
